source,flattened_destination,reason
/using-branch/docs/enhanced-dashboard-ui,/account-hub/docs/enhanced-dashboard-ui,destination slug not found in new site
/using-branch/docs/enhanced-ios-android-sdk-documentation,/account-hub/docs/enhanced-ios-android-sdk-documentation,destination slug not found in new site
/using-branch/docs/enhanced-linkhub-functions,/account-hub/docs/enhanced-linkhub-functions,destination slug not found in new site
/using-branch/docs/enhanced-web-sdk-documentation,/account-hub/docs/enhanced-web-sdk-documentation,destination slug not found in new site
/using-branch/docs/eu-hosted-data-for-new-enterprise-customers,/docs/eu-hosted-data-for-new-enterprise-customers,destination slug not found in new site
/using-branch/docs/facebook-faq-and-advanced-options,/marketer-hub/docs/facebook-faq-and-advanced-options,destination slug not found in new site
/using-branch/docs/facebook-mai-support,/docs/facebook-mai-support,destination slug not found in new site
/using-branch/docs/fixed-apple-search-ads-cost-display,/docs/fixed-apple-search-ads-cost-display-1,destination slug not found in new site
/using-branch/docs/fixed-tag-filtering,/account-hub/docs/fixed-tag-filtering,destination slug not found in new site
/using-branch/docs/google-ads-skadnetwork-4-support,/docs/support-for-google-ads-skadnetwork-4,destination slug not found in new site
/using-branch/docs/google-dma-compliance,/account-hub/docs/google-dma-compliance,destination slug not found in new site
/using-branch/docs/handling-data-subject-requests-from-end-users,/docs/handling-data-subject-requests-from-end-users,destination slug not found in new site
/using-branch/docs/help-center-redesign,/account-hub/docs/help-center-redesign,destination slug not found in new site
/using-branch/docs/historical-quick-link-access-for-self-serve-customers,/account-hub/docs/historical-quick-link-access-for-self-serve-customers,destination slug not found in new site
/using-branch/docs/impact-of-ios-14-on-branch-ad-partners,/marketer-hub/docs/ios-14-faqs,destination slug not found in new site
/using-branch/docs/impact-of-ios-14-on-branch-channels,/marketer-hub/docs/ios-14-faqs,destination slug not found in new site
/using-branch/docs/impact-of-ios-14-on-branch-data-integrations,/marketer-hub/docs/ios-14-faqs,destination slug not found in new site
/using-branch/docs/improved-deep-linking-without-attribution,/account-hub/docs/improved-deep-linking-without-attribution,destination slug not found in new site
/using-branch/docs/improved-facebookmeta-aem-campaign-reporting,/account-hub/docs/improved-facebookmeta-aem-campaign-reporting,destination slug not found in new site
/using-branch/docs/improved-san-management-ui,/account-hub/docs/improved-san-management-ui,destination slug not found in new site
/using-branch/docs/improved-self-service-invoicing-processing,/docs/improved-self-service-invoicing-processing,destination slug not found in new site
/using-branch/docs/improved-single-sign-on-sso-experience,/account-hub/docs/improved-single-sign-on-sso-experience,destination slug not found in new site
/using-branch/docs/improved-sso-enablement,/account-hub/docs/improved-sso-enablement,destination slug not found in new site
/using-branch/docs/improved-summary-page,/docs/improved-summary-page,destination slug not found in new site
/using-branch/docs/increased-attribution-coverage-for-tiktok-for-business,/account-hub/docs/increased-attribution-coverage-for-tiktok-for-business,destination slug not found in new site
/using-branch/docs/introducing-advanced-compliance,/account-hub/docs/introducing-advanced-compliance,destination slug not found in new site
/using-branch/docs/introducing-branch-activation,/account-hub/docs/introducing-branch-activation,destination slug not found in new site
/using-branch/docs/introducing-consumer-protection-preference-levels,/account-hub/docs/introducing-consumer-protection-preference-levels,destination slug not found in new site
/using-branch/docs/introducing-predictive-aggregate-measurement-pam,/account-hub/docs/introducing-predictive-aggregate-measurement-pam,destination slug not found in new site
/using-branch/docs/introducing-roi-hub-beta,/account-hub/docs/introducing-roi-hub-beta,destination slug not found in new site
/using-branch/docs/introducing-scheduled-dashboard-email-reports,/account-hub/docs/introducing-scheduled-dashboard-email-reports,destination slug not found in new site
/using-branch/docs/introducing-skan-magic-set-up,/account-hub/docs/introducing-skan-magic-set-up,destination slug not found in new site
/using-branch/docs/introduction-of-custom-partner-limits,/account-hub/docs/introduction-of-custom-partner-limits,destination slug not found in new site
/using-branch/docs/investigating-branch-deepviews-optimizations,/docs/investigating-branch-deepviews-optimizations,destination slug not found in new site
/using-branch/docs/ios-17-privacy-changes,/account-hub/docs/ios-17-privacy-changes,destination slug not found in new site
/using-branch/docs/journeys-html-editor-creatives-optimization-content-overhaul,/docs/journeys-html-editor-creatives-optimization-content-overhaul,destination slug not found in new site
/using-branch/docs/local-currency-support-for-unified-analytics,/account-hub/docs/local-currency-support-for-unified-analytics,destination slug not found in new site
/using-branch/docs/meta-aem-acquisition-attribution-coverage,/account-hub/docs/meta-aem-acquisition-attribution-coverage,destination slug not found in new site
/using-branch/docs/movable-ink-in-app-messages,/marketer-hub/docs/movable-ink-in-app-messages,destination slug not found in new site
/using-branch/docs/multi-touch-attribution,/marketer-hub/docs/funnel-attribution,destination slug not found in new site
/using-branch/docs/new-cost-data-via-api-partners,/account-hub/docs/new-cost-data-via-api-partners,destination slug not found in new site
/using-branch/docs/new-enterprise-account-invoices,/account-hub/docs/new-enterprise-account-invoices,destination slug not found in new site
/using-branch/docs/new-google-tag-manager-documentation-available-for-web-ios-and-android-sdks,/account-hub/docs/new-google-tag-manager-documentation-available-for-web-ios-and-android-sdks,destination slug not found in new site
/using-branch/docs/new-linkhub-bulk-actions,/account-hub/docs/new-linkhub-bulk-actions,destination slug not found in new site
/using-branch/docs/new-metafacebook-content-provider-install-referrer-support,/account-hub/docs/new-metafacebook-content-provider-install-referrer-support,destination slug not found in new site
/using-branch/docs/new-navigation-structure,/account-hub/docs/new-navigation-structure,destination slug not found in new site
/using-branch/docs/new-qr-codes-in-branch,/account-hub/docs/new-qr-codes-in-branch,destination slug not found in new site
/using-branch/docs/new-roi-hub-file-templates-for-importing-cost-data,/account-hub/docs/new-roi-hub-file-templates-for-importing-cost-data,destination slug not found in new site
/using-branch/docs/new-tool-for-link-validation,/account-hub/docs/new-tool-for-link-validation,destination slug not found in new site
/using-branch/docs/organic-categorization-for-page-view-fixed,/account-hub/docs/organic-categorization-for-page-view-fixed,destination slug not found in new site
/using-branch/docs/organic-search-url-reporting-on-dashboard,/account-hub/docs/organic-search-url-reporting-on-dashboard,destination slug not found in new site
/using-branch/docs/partner-capabilities-update,/account-hub/docs/partner-capabilities-update,destination slug not found in new site
/using-branch/docs/postback-webhook-ip-address-allowlist-expands,/account-hub/docs/postback-webhook-ip-address-allowlist-expands,destination slug not found in new site
/using-branch/docs/scheduled-log-exports-gcp-storage-expansion,/account-hub/docs/scheduled-log-exports-gcp-storage-expansion,destination slug not found in new site
/using-branch/docs/segment-android-sdk,/developer-hub/docs/branch-sdks,destination slug not found in new site
/using-branch/docs/segment-ios-sdk,/developer-hub/docs/branch-sdks,destination slug not found in new site
/using-branch/docs/self-attributing-networks-sans,/developer-hub/docs/self-attributing-networks-sans,destination slug not found in new site
/using-branch/docs/self-serve-gating,/docs/self-serve-gating,destination slug not found in new site
/using-branch/docs/test-sandbox,/developer-hub/docs/branch-sdks,destination slug not found in new site
/using-branch/docs/universal-email-lightweight-filters,/account-hub/docs/universal-email-lightweight-filters,destination slug not found in new site
/using-branch/docs/update-in-cohort-analytics,/account-hub/docs/update-in-cohort-analytics,destination slug not found in new site
/using-branch/docs/update-to-reporting-on-costspend-data,/account-hub/docs/update-to-reporting-on-costspend-data,destination slug not found in new site
/using-branch/docs/updated-short-link-expiration-window,/docs/updated-short-link-expiration-window,destination slug not found in new site
/using-branch/docs/upgraded-linking-experience,/account-hub/docs/upgraded-linking-experience,destination slug not found in new site
/using-branch/docs/view-through-conversions-from-apple-ads,/docs/view-through-conversions-from-apple-ads,destination slug not found in new site
/using-branch/docs/welcoming-roi-hub-to-ga,/account-hub/docs/welcoming-roi-hub-to-ga,destination slug not found in new site
/v1-api/apidocs/quick-links-api-1,/v1-api/apidocs/quick-links-api,destination slug not found in new site
/v1/docs/activation-basics-package,/account-hub/docs/activation-basics-package,destination slug not found in new site
/v1/docs/add-multiple-custom-domains,/account-hub/docs/add-multiple-custom-domains,destination slug not found in new site
/v1/docs/additional-ip-addresses-for-webhooks,/account-hub/docs/additional-ip-addresses-for-webhooks,destination slug not found in new site
/v1/docs/adestra,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/ads-partners-1,/docs/ad-partners-list,destination slug not found in new site
/v1/docs/ai-optimization-aio,/account-hub/docs/ai-optimization-aio,destination slug not found in new site
/v1/docs/airship-1,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/all-cost-data-moving-to-roi-hub,/account-hub/docs/all-cost-data-moving-to-roi-hub,destination slug not found in new site
/v1/docs/analysis-dashboards,/marketer-hub/docs/analysis-dashboards-new,destination slug not found in new site
/v1/docs/app-version-filters-in-engagement-builder,/account-hub/docs/app-version-filters-in-engagement-builder,destination slug not found in new site
/v1/docs/apple-ads-and-ad-attribution-kit,/account-hub/docs/apple-ads-and-ad-attribution-kit,destination slug not found in new site
/v1/docs/apple-ads-skan-support,/account-hub/docs/apple-ads-skan-support,destination slug not found in new site
/v1/docs/april-1,/docs/april-2025,destination slug not found in new site
/v1/docs/audio-media-support-on-links,/account-hub/docs/audio-media-support-on-links,destination slug not found in new site
/v1/docs/betaout,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/bluecore-1,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/blueshift,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/branch-analysis,/marketer-hub/docs/analysis-dashboards-new,destination slug not found in new site
/v1/docs/branch-defend,/marketer-hub/docs/branch-defend,destination slug not found in new site
/v1/docs/branch-google-icm-for-enhanced-mobile-measurement,/account-hub/docs/branch-google-icm-for-enhanced-mobile-measurement,destination slug not found in new site
/v1/docs/branch-ios-14-product-details-general-faq,/marketer-hub/docs/branch-ios-14-product-details-general-faq,destination slug not found in new site
/v1/docs/branch-methodology-overview,/marketer-hub/docs/attribution-methods,destination slug not found in new site
/v1/docs/campaign-monitor,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/changelog-household-measurement,/account-hub/docs/changelog-household-measurement,destination slug not found in new site
/v1/docs/cmercury,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/complying-with-apples-policy-faq,/marketer-hub/docs/complying-with-apples-policy-faq,destination slug not found in new site
/v1/docs/configure-default-link-behaviors-index,/docs/configure-link-behaviors-index,destination slug not found in new site
/v1/docs/cordial,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/cost-data-integration-for-non-sans-beta,/account-hub/docs/cost-data-for-non-sans-beta,destination slug not found in new site
/v1/docs/country-level-reporting,/account-hub/docs/country-level-reporting,destination slug not found in new site
/v1/docs/create-branch-links,/marketer-hub/docs/branch-links,destination slug not found in new site
/v1/docs/create-branch-links-1,/docs/create-branch-links-index,destination slug not found in new site
/v1/docs/creating-links-with-ivy,/marketer-hub/docs/creating-links-with-ivy,destination slug not found in new site
/v1/docs/cross-events-export-api,/account-hub/docs/cross-events-exports-api,destination slug not found in new site
/v1/docs/cross-events-exports-api,/docs/introducing-cross-events-exports-api,destination slug not found in new site
/v1/docs/currency-support-for-analysis-dashboards,/account-hub/docs/currency-support-for-analysis-dashboards,destination slug not found in new site
/v1/docs/custom-qr-code-download-improvements,/account-hub/docs/custom-qr-code-download-improvements,destination slug not found in new site
/v1/docs/data-feeds-overview,/marketer-hub/docs/advanced-data-feeds,destination slug not found in new site
/v1/docs/data-integration-partners,/marketer-hub/docs/supported-data-integration-partners,destination slug not found in new site
/v1/docs/deep-links,/docs/deep-links-index,destination slug not found in new site
/v1/docs/default-journeys-templates-now-wcag-compliant,/account-hub/docs/commitment-to-accessibility,destination slug not found in new site
/v1/docs/direct-twitter-integration-now-available-in-roi-hub,/account-hub/docs/direct-twitter-integration-now-available-in-roi-hub,destination slug not found in new site
/v1/docs/early-access-for-journeys-desktop-banners,/account-hub/docs/early-access-for-journeys-desktop-banners,destination slug not found in new site
/v1/docs/email-enhancements,/account-hub/docs/email-enhancements,destination slug not found in new site
/v1/docs/email-integration-guide,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/enable-skadnetwork-via-native-framework,/docs/enable-skadnetwork-natively,destination slug not found in new site
/v1/docs/enhanced-ad-engagement-type-metrics,/account-hub/docs/enhanced-ad-engagement-type-metrics,destination slug not found in new site
/v1/docs/enhanced-dashboard-ui,/account-hub/docs/enhanced-dashboard-ui,destination slug not found in new site
/v1/docs/enhanced-ios-android-sdk-documentation,/account-hub/docs/enhanced-ios-android-sdk-documentation,destination slug not found in new site
/v1/docs/enhanced-linkhub-functions,/account-hub/docs/enhanced-linkhub-functions,destination slug not found in new site
/v1/docs/enhanced-web-sdk-documentation,/account-hub/docs/enhanced-web-sdk-documentation,destination slug not found in new site
/v1/docs/epsilon,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/eu-hosted-data,/account-hub/docs/eu-hosted-data-for-new-enterprise-customers,destination slug not found in new site
/v1/docs/expertsender,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/facebook-faq-and-advanced-options,/marketer-hub/docs/facebook-faq-and-advanced-options,destination slug not found in new site
/v1/docs/find-created-links,/marketer-hub/docs/find-created-links,destination slug not found in new site
/v1/docs/fixed-apple-search-ads-cost-display,/docs/fixed-apple-search-ads-cost-display-1,destination slug not found in new site
/v1/docs/fixed-tag-filtering,/account-hub/docs/fixed-tag-filtering,destination slug not found in new site
/v1/docs/flashtalking-1,/marketer-hub/docs/flashtalking-1,destination slug not found in new site
/v1/docs/getting-started,/account-hub/docs/get-started-account-hub,destination slug not found in new site
/v1/docs/google-dma-compliance,/account-hub/docs/google-dma-compliance,destination slug not found in new site
/v1/docs/help-center-redesign,/account-hub/docs/help-center-redesign,destination slug not found in new site
/v1/docs/historical-quick-link-access-for-self-serve-customers,/account-hub/docs/historical-quick-link-access-for-self-serve-customers,destination slug not found in new site
/v1/docs/hootsuite,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/ibm-watson-campaign-automation,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/improved-deep-linking-without-attribution,/account-hub/docs/improved-deep-linking-without-attribution,destination slug not found in new site
/v1/docs/improved-facebookmeta-aem-campaign-reporting,/account-hub/docs/improved-facebookmeta-aem-campaign-reporting,destination slug not found in new site
/v1/docs/improved-san-management-ui,/account-hub/docs/improved-san-management-ui,destination slug not found in new site
/v1/docs/improved-self-service-invoice-processing,/account-hub/docs/improved-self-service-invoicing-processing,destination slug not found in new site
/v1/docs/improved-single-sign-on-sso-experience,/account-hub/docs/improved-single-sign-on-sso-experience,destination slug not found in new site
/v1/docs/improved-sso-enablement,/account-hub/docs/improved-sso-enablement,destination slug not found in new site
/v1/docs/increased-attribution-coverage-for-tiktok-for-business,/account-hub/docs/increased-attribution-coverage-for-tiktok-for-business,destination slug not found in new site
/v1/docs/introducing-advanced-compliance,/account-hub/docs/introducing-advanced-compliance,destination slug not found in new site
/v1/docs/introducing-branch-activation,/account-hub/docs/introducing-branch-activation,destination slug not found in new site
/v1/docs/introducing-consumer-protection-preference-levels,/account-hub/docs/introducing-consumer-protection-preference-levels,destination slug not found in new site
/v1/docs/introducing-predictive-aggregate-measurement-pam,/account-hub/docs/introducing-predictive-aggregate-measurement-pam,destination slug not found in new site
/v1/docs/introducing-roi-hub-beta,/account-hub/docs/introducing-roi-hub-beta,destination slug not found in new site
/v1/docs/introducing-scheduled-dashboard-email-reports,/account-hub/docs/introducing-scheduled-dashboard-email-reports,destination slug not found in new site
/v1/docs/introducing-skan-magic-set-up,/account-hub/docs/introducing-skan-magic-set-up,destination slug not found in new site
/v1/docs/introduction-of-custom-partner-limits,/account-hub/docs/introduction-of-custom-partner-limits,destination slug not found in new site
/v1/docs/investigating-branch-deepviews-optimization,/account-hub/docs/investigating-branch-deepviews-optimizations,destination slug not found in new site
/v1/docs/ios-14-faqs-1,/docs/ios-14-faqs,destination slug not found in new site
/v1/docs/ios-17-privacy-changes,/account-hub/docs/ios-17-privacy-changes,destination slug not found in new site
/v1/docs/january,/docs/january-2025,destination slug not found in new site
/v1/docs/journeys-html-editor-content-overhaul,/account-hub/docs/journeys-html-editor-creatives-optimization-content-overhaul,destination slug not found in new site
/v1/docs/journeys-templates-wcag-compliant,/account-hub/docs/commitment-to-accessibility,destination slug not found in new site
/v1/docs/june-2,/docs/june-2025,destination slug not found in new site
/v1/docs/kahuna,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/klaviyo,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/kpi-alerts-for-analysis-dashboards,/account-hub/docs/kpi-alerts-for-analysis-dashboards,destination slug not found in new site
/v1/docs/leanplum-1,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/link-folders,/account-hub/docs/link-folders,destination slug not found in new site
/v1/docs/local-currency-support-for-unified-analytics,/account-hub/docs/local-currency-support-for-unified-analytics,destination slug not found in new site
/v1/docs/mailgun,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/mailjet,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/mailup,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/manage-links,/marketer-hub/docs/manage-links-index,destination slug not found in new site
/v1/docs/mandrill,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/march-1,/docs/march-2025,destination slug not found in new site
/v1/docs/marketer-deep-link-reference,/marketer-hub/docs/marketer-deep-link-reference,destination slug not found in new site
/v1/docs/marketo,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/may-1,/docs/may-2025,destination slug not found in new site
/v1/docs/messagegears,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/meta-aem-acquisition-attribution-coverage,/account-hub/docs/meta-aem-acquisition-attribution-coverage,destination slug not found in new site
/v1/docs/meta-aem-view-through-attribution-in-branch,/account-hub/docs/meta-aem-view-through-attribution-in-branch,destination slug not found in new site
/v1/docs/metafacebook-mai-support,/account-hub/docs/facebook-mai-support,destination slug not found in new site
/v1/docs/moengage-1,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/movable-ink-in-app-messages,/marketer-hub/docs/movable-ink-in-app-messages,destination slug not found in new site
/v1/docs/multi-touch-attribution,/marketer-hub/docs/funnel-attribution,destination slug not found in new site
/v1/docs/new-cost-data-via-api-partners,/account-hub/docs/new-cost-data-via-api-partners,destination slug not found in new site
/v1/docs/new-cost-data-via-api-partners-1,/account-hub/docs/new-cost-data-via-api-partners,destination slug not found in new site
/v1/docs/new-enterprise-account-invoices,/account-hub/docs/new-enterprise-account-invoices,destination slug not found in new site
/v1/docs/new-google-tag-manager-documentation-available-for-web-ios-and-android-sdks,/account-hub/docs/new-google-tag-manager-documentation-available-for-web-ios-and-android-sdks,destination slug not found in new site
/v1/docs/new-linkhub-bulk-actions,/account-hub/docs/new-linkhub-bulk-actions,destination slug not found in new site
/v1/docs/new-metafacebook-content-provider-install-referrer-support,/account-hub/docs/new-metafacebook-content-provider-install-referrer-support,destination slug not found in new site
/v1/docs/new-navigation-structure,/account-hub/docs/new-navigation-structure,destination slug not found in new site
/v1/docs/new-qr-codes-in-branch,/account-hub/docs/new-qr-codes-in-branch,destination slug not found in new site
/v1/docs/new-roi-hub-file-templates-for-importing-cost-data,/account-hub/docs/new-roi-hub-file-templates-for-importing-cost-data,destination slug not found in new site
/v1/docs/new-tool-for-link-validation,/account-hub/docs/new-tool-for-link-validation,destination slug not found in new site
/v1/docs/october-1,/docs/october-2025,destination slug not found in new site
/v1/docs/optimove,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/organic-categorization-for-page-view-fixed,/account-hub/docs/organic-categorization-for-page-view-fixed,destination slug not found in new site
/v1/docs/organic-search-url-reporting-on-dashboard,/account-hub/docs/organic-search-url-reporting-on-dashboard,destination slug not found in new site
/v1/docs/partner-capabilities-update,/account-hub/docs/partner-capabilities-update,destination slug not found in new site
/v1/docs/pepipost,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/postback-webhook-ip-address-allowlist-expands,/account-hub/docs/postback-webhook-ip-address-allowlist-expands,destination slug not found in new site
/v1/docs/postup,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/quick-links,/docs/quick-links-index,destination slug not found in new site
/v1/docs/rapidmail,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/sailthru,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/scheduled-log-exports-gcp-storage-expansion,/account-hub/docs/scheduled-log-exports-gcp-storage-expansion,destination slug not found in new site
/v1/docs/self-attributing-networks-sans,/marketer-hub/docs/self-attributing-networks-sans,destination slug not found in new site
/v1/docs/self-serve-update,/account-hub/docs/self-serve-gating,destination slug not found in new site
/v1/docs/selligent,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/sender,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/smartech,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/socialflow,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/sparkpost,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/summary-page-improvements,/account-hub/docs/improved-summary-page,destination slug not found in new site
/v1/docs/testing-universal-ads-campaign-setup,/using-branch/docs/testing-universal-ads-campaign-setup,destination slug not found in new site
/v1/docs/universal-email-integration-guide,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/universal-email-lightweight-filters,/account-hub/docs/universal-email-lightweight-filters,destination slug not found in new site
/v1/docs/update-in-cohort-analytics,/account-hub/docs/update-in-cohort-analytics,destination slug not found in new site
/v1/docs/update-to-reporting-on-costspend-data,/account-hub/docs/update-to-reporting-on-costspend-data,destination slug not found in new site
/v1/docs/update-to-short-link-expiration-window,/account-hub/docs/updated-short-link-expiration-window,destination slug not found in new site
/v1/docs/upgraded-linking-experience,/account-hub/docs/upgraded-linking-experience,destination slug not found in new site
/v1/docs/verify-links,/docs/verify-links-index,destination slug not found in new site
/v1/docs/vero,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/view-through-conversions-for-apple-search-ads,/account-hub/docs/view-through-conversions-from-apple-ads,destination slug not found in new site
/v1/docs/view-through-conversions-from-apple-search-ads,/account-hub/docs/view-through-conversions-from-apple-ads,destination slug not found in new site
/v1/docs/welcoming-roi-hub-to-ga,/account-hub/docs/welcoming-roi-hub-to-ga,destination slug not found in new site
/v1/docs/whatcounts,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/yes-marketing,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/v1/docs/yiye-technology,/marketer-hub/docs/email-integration-guide,destination slug not found in new site
/what-counts-as-an-ad-and-tracking-under-apples-policy-language,/complying-with-apples-policy-faq,destination slug not found in new site
/what-do-ad-networks-need-to-do-to-prepare-for-ios-14,/branch-ios-14-product-details-general-faq,destination slug not found in new site
/what-happened-to-predictive-modeling-in-which-situations-is-it-still-an-advantage,/branch-ios-14-product-details-general-faq,destination slug not found in new site
/what-happens-after-users-opt-in-via-the-apptrackingtransparency-modal,/branch-ios-14-product-details-general-faq,destination slug not found in new site
/what-happens-if-users-upgrade-to-ios-145-but-dont-update-to-the-version-of-our-app-with-skan-att-until-later,/complying-with-apples-policy-faq,destination slug not found in new site
/what-impact-will-this-have-on-branchs-deep-linking-accuracy,/branch-ios-14-product-details-general-faq,destination slug not found in new site
/what-impact-will-this-have-on-non-ads-parts-of-the-branch-platform,/branch-ios-14-product-details-general-faq,destination slug not found in new site
/what-impact-will-this-have-on-retargeting-campaigns-on-ios,/complying-with-apples-policy-faq,destination slug not found in new site
/what-will-happen-to-reinstall-tracking-without-idfas,/branch-ios-14-product-details-general-faq,destination slug not found in new site
/why-did-branch-remove-the-organic-checkbox-from-some-dashboard-pages,/branch-ios-14-product-details-general-faq,destination slug not found in new site
/why-is-it-not-possible-to-get-attribution-for-web-to-app-campaigns-if-the-user-does-not-opt-in-via-att,/complying-with-apples-policy-faq,destination slug not found in new site
/will-apple-further-tighten-their-policy-language-to-prohibit-measurement-of-earnedowned-channels,/complying-with-apples-policy-faq,destination slug not found in new site
/will-branch-still-be-able-to-offer-deterministic-deep-link-matching-on-ios,/branch-ios-14-product-details-general-faq,destination slug not found in new site
/will-branch-still-send-event-postbacks-to-ad-networks-for-users-who-dont-opt-in-under-att,/branch-ios-14-product-details-general-faq,destination slug not found in new site
/will-branch-support-pcm-or-aem,/branch-ios-14-product-details-general-faq,destination slug not found in new site
/will-we-be-providing-docs-on-how-to-pass-idfv-for-log-level-exports-3rd-party-sdk-bi-tools-ccpa-or-gdpr-compliance,/branch-ios-14-product-details-general-faq,destination slug not found in new site
